NaturalLanguageID 	ProgrammingLanguageName	RepoID	SourceID 	CommentID	Comment	
EN	php	symfony	src/Symfony/Component/Routing/Route.php	symfony/src/Symfony/Component/Routing/Route.php/353	"*
     * Adds defaults.
     *
     * This method implements a fluent interface.
     *
     * @param array $defaults The defaults
     *
     * @return $this
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/Route.php	symfony/src/Symfony/Component/Routing/Route.php/396	"*
     * Sets a default value.
     *
     * @param mixed $default The default value
     *
     * @return $this
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/Route.php	symfony/src/Symfony/Component/Routing/Route.php/425	"*
     * Sets the requirements.
     *
     * This method implements a fluent interface.
     *
     * @param array $requirements The requirements
     *
     * @return $this
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/Route.php	symfony/src/Symfony/Component/Routing/Route.php/441	"*
     * Adds requirements.
     *
     * This method implements a fluent interface.
     *
     * @param array $requirements The requirements
     *
     * @return $this
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/Route.php	symfony/src/Symfony/Component/Routing/Route.php/80	"*
     * @internal
     "	IDE
EN	php	symfony	src/Symfony/Component/Routing/RouteCollection.php	symfony/src/Symfony/Component/Routing/RouteCollection.php/120	"*
     * Removes a route or an array of routes by name from the collection.
     *
     * @param string|string[] $name The route name or an array of route names
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/RouteCollection.php	symfony/src/Symfony/Component/Routing/RouteCollection.php/260	"*
     * Sets the schemes (e.g. 'https') all child routes are restricted to.
     *
     * @param string|string[] $schemes The scheme or an array of schemes
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/RouteCollection.php	symfony/src/Symfony/Component/Routing/RouteCollection.php/272	"*
     * Sets the HTTP methods (e.g. 'POST') all child routes are restricted to.
     *
     * @param string|string[] $methods The method or an array of methods
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/RouteCollection.php	symfony/src/Symfony/Component/Routing/RouteCollection.php/28	"*
     * @var Route[]
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/RouteCollection.php	symfony/src/Symfony/Component/Routing/RouteCollection.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Routing/RouteCollection.php	symfony/src/Symfony/Component/Routing/RouteCollection.php/33	"*
     * @var array
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/RouteCollection.php	symfony/src/Symfony/Component/Routing/RouteCollection.php/38	"*
     * @var int[]
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/RouteCollection.php	symfony/src/Symfony/Component/Routing/RouteCollection.php/74	"*
     * @param int $priority
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/RouteCollectionBuilder.php	symfony/src/Symfony/Component/Routing/RouteCollectionBuilder.php/164	"*
     * Sets a default value that will be added to all embedded routes (unless that
     * default value is already set).
     *
     * @param mixed $value
     *
     * @return $this
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/RouteCollectionBuilder.php	symfony/src/Symfony/Component/Routing/RouteCollectionBuilder.php/179	"*
     * Sets a requirement that will be added to all embedded routes (unless that
     * requirement is already set).
     *
     * @param mixed $regex
     *
     * @return $this
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/RouteCollectionBuilder.php	symfony/src/Symfony/Component/Routing/RouteCollectionBuilder.php/194	"*
     * Sets an option that will be added to all embedded routes (unless that
     * option is already set).
     *
     * @param mixed $value
     *
     * @return $this
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/RouteCollectionBuilder.php	symfony/src/Symfony/Component/Routing/RouteCollectionBuilder.php/209	"*
     * Sets the schemes on all embedded routes (unless already set).
     *
     * @param array|string $schemes
     *
     * @return $this
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/RouteCollectionBuilder.php	symfony/src/Symfony/Component/Routing/RouteCollectionBuilder.php/223	"*
     * Sets the methods on all embedded routes (unless already set).
     *
     * @param array|string $methods
     *
     * @return $this
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/RouteCollectionBuilder.php	symfony/src/Symfony/Component/Routing/RouteCollectionBuilder.php/296	 @var self $route 	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/RouteCollectionBuilder.php	symfony/src/Symfony/Component/Routing/RouteCollectionBuilder.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Routing/RouteCollectionBuilder.php	symfony/src/Symfony/Component/Routing/RouteCollectionBuilder.php/30	"*
     * @var Route[]|RouteCollectionBuilder[]
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/RouteCollectionBuilder.php	symfony/src/Symfony/Component/Routing/RouteCollectionBuilder.php/330	"*
     * Finds a loader able to load an imported resource and loads it.
     *
     * @param mixed       $resource A resource
     * @param string|null $type     The resource type or null if unknown
     *
     * @return RouteCollection[]
     *
     * @throws LoaderLoadException If no loader is found
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/RouteCollectionBuilder.php	symfony/src/Symfony/Component/Routing/RouteCollectionBuilder.php/51	"*
     * Import an external routing resource and returns the RouteCollectionBuilder.
     *
     *     $routes->import('blog.yml', '/blog');
     *
     * @param mixed $resource
     *
     * @return self
     *
     * @throws LoaderLoadException
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/RouteCollectionBuilder.php	symfony/src/Symfony/Component/Routing/RouteCollectionBuilder.php/64	* @var RouteCollection[] $collections 	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/RouteCompiler.php	symfony/src/Symfony/Component/Routing/RouteCompiler.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Routing/RouteCompilerInterface.php	symfony/src/Symfony/Component/Routing/RouteCompilerInterface.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/187	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/199	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/214	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/230	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/238	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/246	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/40	"*
     * @var UrlMatcherInterface|null
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/45	"*
     * @var UrlGeneratorInterface|null
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/50	"*
     * @var RequestContext
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/55	"*
     * @var LoaderInterface
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/60	"*
     * @var RouteCollection|null
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/65	"*
     * @var mixed
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/70	"*
     * @var array
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/75	"*
     * @var LoggerInterface|null
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/80	"*
     * @var string|null
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/85	"*
     * @var ConfigCacheFactoryInterface|null
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/90	"*
     * @var ExpressionFunctionProviderInterface[]
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Routing/Router.php	symfony/src/Symfony/Component/Routing/Router.php/97	"*
     * @param mixed $resource The main resource to load
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Routing/RouterInterface.php	symfony/src/Symfony/Component/Routing/RouterInterface.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/AuthenticationManagerInterface.php	symfony/src/Symfony/Component/Security/Core/Authentication/AuthenticationManagerInterface.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/AuthenticationProviderManager.php	symfony/src/Symfony/Component/Security/Core/Authentication/AuthenticationProviderManager.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/AuthenticationProviderManager.php	symfony/src/Symfony/Component/Security/Core/Authentication/AuthenticationProviderManager.php/63	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/AuthenticationTrustResolver.php	symfony/src/Symfony/Component/Security/Core/Authentication/AuthenticationTrustResolver.php/25	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/AuthenticationTrustResolver.php	symfony/src/Symfony/Component/Security/Core/Authentication/AuthenticationTrustResolver.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/AuthenticationTrustResolver.php	symfony/src/Symfony/Component/Security/Core/Authentication/AuthenticationTrustResolver.php/37	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/AuthenticationTrustResolver.php	symfony/src/Symfony/Component/Security/Core/Authentication/AuthenticationTrustResolver.php/49	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/AuthenticationTrustResolverInterface.php	symfony/src/Symfony/Component/Security/Core/Authentication/AuthenticationTrustResolverInterface.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/AnonymousAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/AnonymousAuthenticationProvider.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/AnonymousAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/AnonymousAuthenticationProvider.php/42	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/AnonymousAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/AnonymousAuthenticationProvider.php/58	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/AuthenticationProviderInterface.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/AuthenticationProviderInterface.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/DaoAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/DaoAuthenticationProvider.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/DaoAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/DaoAuthenticationProvider.php/43	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/DaoAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/DaoAuthenticationProvider.php/74	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/LdapBindAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/LdapBindAuthenticationProvider.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/LdapBindAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/LdapBindAuthenticationProvider.php/60	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/LdapBindAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/LdapBindAuthenticationProvider.php/72	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/PreAuthenticatedAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/PreAuthenticatedAuthenticationProvider.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/PreAuthenticatedAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/PreAuthenticatedAuthenticationProvider.php/44	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/PreAuthenticatedAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/PreAuthenticatedAuthenticationProvider.php/67	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/RememberMeAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/RememberMeAuthenticationProvider.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/RememberMeAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/RememberMeAuthenticationProvider.php/39	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/RememberMeAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/RememberMeAuthenticationProvider.php/67	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/UserAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/UserAuthenticationProvider.php/101	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/UserAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/UserAuthenticationProvider.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Provider/UserAuthenticationProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/Provider/UserAuthenticationProvider.php/49	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/RememberMe/InMemoryTokenProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/RememberMe/InMemoryTokenProvider.php/25	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/RememberMe/InMemoryTokenProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/RememberMe/InMemoryTokenProvider.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/RememberMe/InMemoryTokenProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/RememberMe/InMemoryTokenProvider.php/37	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/RememberMe/InMemoryTokenProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/RememberMe/InMemoryTokenProvider.php/56	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/RememberMe/InMemoryTokenProvider.php	symfony/src/Symfony/Component/Security/Core/Authentication/RememberMe/InMemoryTokenProvider.php/64	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentToken.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentToken.php/49	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentToken.php/57	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentToken.php/65	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentToken.php/73	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentToken.php/81	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentTokenInterface.php	symfony/src/Symfony/Component/Security/Core/Authentication/RememberMe/PersistentTokenInterface.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/RememberMe/TokenProviderInterface.php	symfony/src/Symfony/Component/Security/Core/Authentication/RememberMe/TokenProviderInterface.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php/100	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php/108	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php/116	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php/223	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php/42	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php/50	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php/62	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/AbstractToken.php/70	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/AnonymousToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/AnonymousToken.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/AnonymousToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/AnonymousToken.php/39	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/AnonymousToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/AnonymousToken.php/57	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/AnonymousToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/AnonymousToken.php/65	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/PreAuthenticatedToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/PreAuthenticatedToken.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/PreAuthenticatedToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/PreAuthenticatedToken.php/59	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/PreAuthenticatedToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/PreAuthenticatedToken.php/67	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/PreAuthenticatedToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/PreAuthenticatedToken.php/77	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/PreAuthenticatedToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/PreAuthenticatedToken.php/85	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/RememberMeToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/RememberMeToken.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/RememberMeToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/RememberMeToken.php/50	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/RememberMeToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/RememberMeToken.php/82	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/RememberMeToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/RememberMeToken.php/90	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/RememberMeToken.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/RememberMeToken.php/98	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/Storage/TokenStorage.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/Storage/TokenStorage.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/Storage/TokenStorage.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/Storage/TokenStorage.php/30	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/Storage/TokenStorage.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/Storage/TokenStorage.php/43	"*
     * {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Security/Core/Authentication/Token/Storage/TokenStorageInterface.php	symfony/src/Symfony/Component/Security/Core/Authentication/Token/Storage/TokenStorageInterface.php/3	"
 * This file is part of the Symfony package.
 *
 * (c) Fabien Potencier <fabien@symfony.com>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that was distributed with this source code.
 "	General
