NaturalLanguageID	ProgrammingLanguageName	RepoID	SourceID	CommentID	Comment	Class	
EN	php	symfony	src/Symfony/Component/DependencyInjection/ParameterBag/ParameterBagInterface.php	symfony/src/Symfony/Component/DependencyInjection/ParameterBag/ParameterBagInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DependencyInjection/Reference.php	symfony/src/Symfony/Component/DependencyInjection/Reference.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DependencyInjection/ReverseContainer.php	symfony/src/Symfony/Component/DependencyInjection/ReverseContainer.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DependencyInjection/ServiceLocator.php	symfony/src/Symfony/Component/DependencyInjection/ServiceLocator.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DependencyInjection/ServiceLocator.php	symfony/src/Symfony/Component/DependencyInjection/ServiceLocator.php/23	@author Robin Chalas <robin.chalas@gmail.com>\n@author Nicolas Grekas <p@tchwork.com>	General
EN	php	symfony	src/Symfony/Component/DependencyInjection/TaggedContainerInterface.php	symfony/src/Symfony/Component/DependencyInjection/TaggedContainerInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DependencyInjection/TypedReference.php	symfony/src/Symfony/Component/DependencyInjection/TypedReference.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DependencyInjection/Variable.php	symfony/src/Symfony/Component/DependencyInjection/Variable.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/AbstractUriElement.php	symfony/src/Symfony/Component/DomCrawler/AbstractUriElement.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/Crawler.php	symfony/src/Symfony/Component/DomCrawler/Crawler.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/Field/ChoiceFormField.php	symfony/src/Symfony/Component/DomCrawler/Field/ChoiceFormField.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/Field/FileFormField.php	symfony/src/Symfony/Component/DomCrawler/Field/FileFormField.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/Field/FormField.php	symfony/src/Symfony/Component/DomCrawler/Field/FormField.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/Field/InputFormField.php	symfony/src/Symfony/Component/DomCrawler/Field/InputFormField.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/Field/TextareaFormField.php	symfony/src/Symfony/Component/DomCrawler/Field/TextareaFormField.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/Form.php	symfony/src/Symfony/Component/DomCrawler/Form.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/FormFieldRegistry.php	symfony/src/Symfony/Component/DomCrawler/FormFieldRegistry.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/Image.php	symfony/src/Symfony/Component/DomCrawler/Image.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/Link.php	symfony/src/Symfony/Component/DomCrawler/Link.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/Test/Constraint/CrawlerSelectorAttributeValueSame.php	symfony/src/Symfony/Component/DomCrawler/Test/Constraint/CrawlerSelectorAttributeValueSame.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/Test/Constraint/CrawlerSelectorExists.php	symfony/src/Symfony/Component/DomCrawler/Test/Constraint/CrawlerSelectorExists.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/Test/Constraint/CrawlerSelectorTextContains.php	symfony/src/Symfony/Component/DomCrawler/Test/Constraint/CrawlerSelectorTextContains.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/Test/Constraint/CrawlerSelectorTextSame.php	symfony/src/Symfony/Component/DomCrawler/Test/Constraint/CrawlerSelectorTextSame.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/UriResolver.php	symfony/src/Symfony/Component/DomCrawler/UriResolver.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/DomCrawler/UriResolver.php	symfony/src/Symfony/Component/DomCrawler/UriResolver.php/14	@author Fabien Potencier <fabien@symfony.com>\n@author Gr̩goire Pineau <lyrixx@lyrixx.info>	General
EN	php	symfony	src/Symfony/Component/Dotenv/Dotenv.php	symfony/src/Symfony/Component/Dotenv/Dotenv.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Dotenv/Dotenv.php	symfony/src/Symfony/Component/Dotenv/Dotenv.php/20	Manages .env files.\n\n@author Fabien Potencier <fabien@symfony.com>\n@author K̩vin Dunglas <dunglas@gmail.com>	General
EN	php	symfony	src/Symfony/Component/Dotenv/Exception/ExceptionInterface.php	symfony/src/Symfony/Component/Dotenv/Exception/ExceptionInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Dotenv/Exception/ExceptionInterface.php	symfony/src/Symfony/Component/Dotenv/Exception/ExceptionInterface.php/14	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/Dotenv/Exception/FormatException.php	symfony/src/Symfony/Component/Dotenv/Exception/FormatException.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Dotenv/Exception/FormatExceptionContext.php	symfony/src/Symfony/Component/Dotenv/Exception/FormatExceptionContext.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/Dotenv/Exception/FormatExceptionContext.php	symfony/src/Symfony/Component/Dotenv/Exception/FormatExceptionContext.php/14	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/Dotenv/Exception/PathException.php	symfony/src/Symfony/Component/Dotenv/Exception/PathException.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/BufferingLogger.php	symfony/src/Symfony/Component/ErrorHandler/BufferingLogger.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/DebugClassLoader.php	symfony/src/Symfony/Component/ErrorHandler/DebugClassLoader.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/DebugClassLoader.php	symfony/src/Symfony/Component/ErrorHandler/DebugClassLoader.php/21	@author Fabien Potencier <fabien@symfony.com>\n@author Christophe Coevoet <stof@notk.org>\n@author Nicolas Grekas <p@tchwork.com>\n@author Guilhem Niot <guilhem.niot@gmail.com>	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/Error/ClassNotFoundError.php	symfony/src/Symfony/Component/ErrorHandler/Error/ClassNotFoundError.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/Error/FatalError.php	symfony/src/Symfony/Component/ErrorHandler/Error/FatalError.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/Error/OutOfMemoryError.php	symfony/src/Symfony/Component/ErrorHandler/Error/OutOfMemoryError.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/Error/UndefinedFunctionError.php	symfony/src/Symfony/Component/ErrorHandler/Error/UndefinedFunctionError.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/Error/UndefinedMethodError.php	symfony/src/Symfony/Component/ErrorHandler/Error/UndefinedMethodError.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorEnhancer/ClassNotFoundErrorEnhancer.php	symfony/src/Symfony/Component/ErrorHandler/ErrorEnhancer/ClassNotFoundErrorEnhancer.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorEnhancer/ClassNotFoundErrorEnhancer.php	symfony/src/Symfony/Component/ErrorHandler/ErrorEnhancer/ClassNotFoundErrorEnhancer.php/19	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorEnhancer/ErrorEnhancerInterface.php	symfony/src/Symfony/Component/ErrorHandler/ErrorEnhancer/ErrorEnhancerInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorEnhancer/UndefinedFunctionErrorEnhancer.php	symfony/src/Symfony/Component/ErrorHandler/ErrorEnhancer/UndefinedFunctionErrorEnhancer.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorEnhancer/UndefinedFunctionErrorEnhancer.php	symfony/src/Symfony/Component/ErrorHandler/ErrorEnhancer/UndefinedFunctionErrorEnhancer.php/17	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorEnhancer/UndefinedMethodErrorEnhancer.php	symfony/src/Symfony/Component/ErrorHandler/ErrorEnhancer/UndefinedMethodErrorEnhancer.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorEnhancer/UndefinedMethodErrorEnhancer.php	symfony/src/Symfony/Component/ErrorHandler/ErrorEnhancer/UndefinedMethodErrorEnhancer.php/17	@author Gr̩goire Pineau <lyrixx@lyrixx.info>	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorHandler.php	symfony/src/Symfony/Component/ErrorHandler/ErrorHandler.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorRenderer/CliErrorRenderer.php	symfony/src/Symfony/Component/ErrorHandler/ErrorRenderer/CliErrorRenderer.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorRenderer/CliErrorRenderer.php	symfony/src/Symfony/Component/ErrorHandler/ErrorRenderer/CliErrorRenderer.php/21	@author Nicolas Grekas <p@tchwork.com>	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorRenderer/ErrorRendererInterface.php	symfony/src/Symfony/Component/ErrorHandler/ErrorRenderer/ErrorRendererInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorRenderer/ErrorRendererInterface.php	symfony/src/Symfony/Component/ErrorHandler/ErrorRenderer/ErrorRendererInterface.php/16	@author Yonel Ceruto <yonelceruto@gmail.com>	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorRenderer/HtmlErrorRenderer.php	symfony/src/Symfony/Component/ErrorHandler/ErrorRenderer/HtmlErrorRenderer.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorRenderer/HtmlErrorRenderer.php	symfony/src/Symfony/Component/ErrorHandler/ErrorRenderer/HtmlErrorRenderer.php/20	@author Yonel Ceruto <yonelceruto@gmail.com>	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorRenderer/SerializerErrorRenderer.php	symfony/src/Symfony/Component/ErrorHandler/ErrorRenderer/SerializerErrorRenderer.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ErrorRenderer/SerializerErrorRenderer.php	symfony/src/Symfony/Component/ErrorHandler/ErrorRenderer/SerializerErrorRenderer.php/20	@author Nicolas Grekas <p@tchwork.com>	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/Exception/FlattenException.php	symfony/src/Symfony/Component/ErrorHandler/Exception/FlattenException.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/Exception/FlattenException.php	symfony/src/Symfony/Component/ErrorHandler/Exception/FlattenException.php/18	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/Exception/SilencedErrorContext.php	symfony/src/Symfony/Component/ErrorHandler/Exception/SilencedErrorContext.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/ThrowableUtils.php	symfony/src/Symfony/Component/ErrorHandler/ThrowableUtils.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/EventDispatcher/Debug/TraceableEventDispatcher.php	symfony/src/Symfony/Component/EventDispatcher/Debug/TraceableEventDispatcher.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/EventDispatcher/Debug/TraceableEventDispatcher.php	symfony/src/Symfony/Component/EventDispatcher/Debug/TraceableEventDispatcher.php/23	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ErrorHandler/Debug.php	symfony/src/Symfony/Component/ErrorHandler/Debug.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/EventDispatcher/Debug/WrappedListener.php	symfony/src/Symfony/Component/EventDispatcher/Debug/WrappedListener.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/EventDispatcher/Debug/WrappedListener.php	symfony/src/Symfony/Component/EventDispatcher/Debug/WrappedListener.php/19	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/EventDispatcher/DependencyInjection/AddEventAliasesPass.php	symfony/src/Symfony/Component/EventDispatcher/DependencyInjection/AddEventAliasesPass.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/EventDispatcher/DependencyInjection/RegisterListenersPass.php	symfony/src/Symfony/Component/EventDispatcher/DependencyInjection/RegisterListenersPass.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/EventDispatcher/EventDispatcher.php	symfony/src/Symfony/Component/EventDispatcher/EventDispatcher.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/EventDispatcher/EventDispatcherInterface.php	symfony/src/Symfony/Component/EventDispatcher/EventDispatcherInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/EventDispatcher/EventSubscriberInterface.php	symfony/src/Symfony/Component/EventDispatcher/EventSubscriberInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/EventDispatcher/GenericEvent.php	symfony/src/Symfony/Component/EventDispatcher/GenericEvent.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/EventDispatcher/ImmutableEventDispatcher.php	symfony/src/Symfony/Component/EventDispatcher/ImmutableEventDispatcher.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/EventDispatcher/LegacyEventDispatcherProxy.php	symfony/src/Symfony/Component/EventDispatcher/LegacyEventDispatcherProxy.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/EventDispatcher/LegacyEventDispatcherProxy.php	symfony/src/Symfony/Component/EventDispatcher/LegacyEventDispatcherProxy.php/18	@author Nicolas Grekas <p@tchwork.com>\n\n@deprecated since Symfony 5.1	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Compiler.php	symfony/src/Symfony/Component/ExpressionLanguage/Compiler.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Compiler.php	symfony/src/Symfony/Component/ExpressionLanguage/Compiler.php/16	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Expression.php	symfony/src/Symfony/Component/ExpressionLanguage/Expression.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Expression.php	symfony/src/Symfony/Component/ExpressionLanguage/Expression.php/14	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/ExpressionFunction.php	symfony/src/Symfony/Component/ExpressionLanguage/ExpressionFunction.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/ExpressionFunction.php	symfony/src/Symfony/Component/ExpressionLanguage/ExpressionFunction.php/14	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/ExpressionFunctionProviderInterface.php	symfony/src/Symfony/Component/ExpressionLanguage/ExpressionFunctionProviderInterface.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/ExpressionFunctionProviderInterface.php	symfony/src/Symfony/Component/ExpressionLanguage/ExpressionFunctionProviderInterface.php/14	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/ExpressionLanguage.php	symfony/src/Symfony/Component/ExpressionLanguage/ExpressionLanguage.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/ExpressionLanguage.php	symfony/src/Symfony/Component/ExpressionLanguage/ExpressionLanguage.php/20	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Lexer.php	symfony/src/Symfony/Component/ExpressionLanguage/Lexer.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Lexer.php	symfony/src/Symfony/Component/ExpressionLanguage/Lexer.php/14	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Node/ArgumentsNode.php	symfony/src/Symfony/Component/ExpressionLanguage/Node/ArgumentsNode.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Node/ArgumentsNode.php	symfony/src/Symfony/Component/ExpressionLanguage/Node/ArgumentsNode.php/16	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Node/ArrayNode.php	symfony/src/Symfony/Component/ExpressionLanguage/Node/ArrayNode.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Node/ArrayNode.php	symfony/src/Symfony/Component/ExpressionLanguage/Node/ArrayNode.php/16	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Node/BinaryNode.php	symfony/src/Symfony/Component/ExpressionLanguage/Node/BinaryNode.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Node/BinaryNode.php	symfony/src/Symfony/Component/ExpressionLanguage/Node/BinaryNode.php/16	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Node/ConditionalNode.php	symfony/src/Symfony/Component/ExpressionLanguage/Node/ConditionalNode.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Node/ConditionalNode.php	symfony/src/Symfony/Component/ExpressionLanguage/Node/ConditionalNode.php/16	@author Fabien Potencier <fabien@symfony.com>	General
EN	php	symfony	src/Symfony/Component/ExpressionLanguage/Node/ConstantNode.php	symfony/src/Symfony/Component/ExpressionLanguage/Node/ConstantNode.php/3	This file is part of the Symfony package.\n\n(c) Fabien Potencier <fabien@symfony.com>\n\nFor the full copyright and license information, please view the LICENSE\nfile that was distributed with this source code.	General
